0.2700012984	0
0.2899982679	0.0030005064
0.3	0.0040000257
0.3199969695	0.0056678396
0.3299987016	0.0063361342
0.3400004337	0.0070005321
0.3599974032	0.0083332245
0.3699991353	0.0088339584
0.3800008673	0.0093327439
0.4000043315	0.0103342116
0.4099995689	0.010832997
0.420001301	0.0111661702
0.4299965384	0.0115012916
0.4399982705	0.011666904
0.4699969721	0.0121695863
0.4999956737	0.0121695863
0.5199991379	0.0118344648
0.5300008699	0.0118344648
0.5399960866	0.011666904
0.5499978187	0.0115012916
0.5799965203	0.0109986094
0.5899982523	0.0109986094
0.6099952219	0.0106673847
0.6199969539	0.0106673847
0.6299921914	0.0104998239
0.6499956555	0.0104998239
0.6599973876	0.0103342116
0.6899960892	0.0103342116
0.6999978213	0.0101666508
0.7299965229	0.0101666508
0.7399982549	0.0100010385
0.7699969565	0.0100010385
0.779992194	0.0098334777
0.8099973902	0.0098334777
0.8199991223	0.0100010385
0.8299943597	0.0101666508
0.8399960918	0.0103342116
0.8499978239	0.0104998239
0.8599995559	0.010832997
0.8799965255	0.0118344648
0.8899982575	0.012500811
0.8999999896	0.0133327696
0.9099887324	0.0143342373
0.9199904645	0.0156688781
0.9299986912	0.0173347437
0.9400004233	0.0194993947
0.9499956607	0.0225018494
0.9599973928	0.0288360353
0.9699991249	0.0361677921
0.9800008569	0.0438346704
0.990002589	0.0366665776
0.9999978265	0.0293348208
1.0099930639	0.0275013945
1.019994796	0.0273338337
1.0299965281	0.0276689552
1.0399917655	0.0285009138
1.0499934976	0.0298336063
1.0599952297	0.0318345933
1.0699969617	0.0341668051
1.0799986938	0.0370016991
1.0899939312	0.0403353786
1.0999956633	0.0441678435
1.1099973954	0.0483334816
1.1199926328	0.0531674143
1.1299943649	0.0586676932
1.139996097	0.0646667576
1.1499978291	0.0715016773
1.1599995611	0.0790029432
1.1700012932	0.0871666586
1.1800030253	0.0963337901
1.1899982627	0.1060016555
1.1999999948	0.1163339186
1.2100017269	0.126999355
1.220003459	0.1373335665
1.2299986964	0.1469994991
1.2399939338	0.1551671112
1.2499956659	0.1609986149
1.259997398	0.1640010696
1.2699991301	0.1635003358
1.2800008621	0.1598334832
1.2899960996	0.1531661242
1.2999978317	0.1443340986
1.3099995637	0.1343330601
1.3200012958	0.1236676238
1.3299900386	0.1130002392
1.3399917707	0.1030011491
1.3499935028	0.0935027929
1.3600017295	0.0848344468
1.3700034616	0.0770000078
1.379998699	0.0699994757
1.3900004311	0.0635016259
1.4000021631	0.0575006131
1.4100038952	0.052167895
1.4200056273	0.0473339623
1.4300008647	0.0430007635
1.4399961022	0.038833177
1.4499978343	0.0350026604
1.4599930717	0.0315014202
1.4699948038	0.0281677407
1.4799965359	0.025001622
