0.2794444922	0
0.2899982679	0.4026679869
0.3	0.4853338953
0.3099952374	0.5023315691
0.3199969695	0.4926676005
0.3299987016	0.4709977096
0.3400004337	0.4440009458
0.3499956711	0.4156675833
0.3599974032	0.388335698
0.3699991353	0.3623326083
0.3800008673	0.3389988003
0.3900025994	0.3180030492
0.4000043315	0.2996687862
0.4099995689	0.2833335307
0.420001301	0.2690012418
0.4299965384	0.2563328701
0.4399982705	0.245663537
0.4500000026	0.2360034652
0.4600017347	0.2273331708
0.4699969721	0.2200033623
0.4799987042	0.2133399001
0.4899939416	0.2070037659
0.4999956737	0.2013378746
0.5100039004	0.1963305361
0.5199991379	0.1916700093
0.5399960866	0.1830036116
0.5499978187	0.1793328623
0.5599995507	0.1756699064
0.5699947882	0.1720030538
0.5799965203	0.1690025475
0.5899982523	0.1656669196
0.5999999844	0.1630015347
0.6099952219	0.1600010283
0.6199969539	0.1576707649
0.6299921914	0.1550014833
0.6399939234	0.1526673231
0.6499956555	0.1503409565
0.6599973876	0.1483341243
0.6800008517	0.144336047
0.6899960892	0.1423331116
0.6999978213	0.1403340729
0.7099995533	0.138338931
0.7200012854	0.1366672203
0.7299965229	0.1346681816
0.7399982549	0.1330042645
0.749999987	0.131001329
0.7699969565	0.1276657012
0.779992194	0.1263369055
0.789993926	0.1246651948
0.7999956581	0.1233363991
0.8099973902	0.1219998099
0.8199991223	0.1209983422
0.8299943597	0.120004668
0.8399960918	0.119334425
0.8499978239	0.1189993035
0.8599995559	0.1186719756
0.8699947934	0.1186719756
0.8799965255	0.1189993035
0.8899982575	0.120004668
0.8999999896	0.1209983422
0.9099887324	0.1223310346
0.9199904645	0.1243378668
0.9299986912	0.1270032517
0.9400004233	0.1306662075
0.9499956607	0.1350033031
0.9599973928	0.1440048223
0.9699991249	0.1550014833
0.9800008569	0.1673386303
0.990002589	0.1603361498
0.9999978265	0.1516697522
1.0099930639	0.1513346307
1.019994796	0.1530024446
1.0299965281	0.1550014833
1.0399917655	0.1576707649
1.0499934976	0.161672739
1.0599952297	0.1663332658
1.0699969617	0.1716679323
1.0799986938	0.1776689451
1.0899939312	0.1843363041
1.0999956633	0.1916700093
1.1099973954	0.1996700607
1.1199926328	0.2086715798
1.1299943649	0.2183355484
1.139996097	0.2290009847
1.1499978291	0.2403327672
1.1599995611	0.2526699142
1.1700012932	0.2656695107
1.1800030253	0.2793354534
1.1899982627	0.2933365487
1.1999999948	0.3070024914
1.2100017269	0.3196669663
1.220003459	0.3300011779
1.2299986964	0.3373309863
1.2399939338	0.340000268
1.2499956659	0.3373309863
1.259997398	0.3280021392
1.2699991301	0.3126683826
1.2800008621	0.2919999595
1.2899960996	0.2673334278
1.2999978317	0.2410030102
1.3099995637	0.2143374711
1.3200012958	0.1890046244
1.3299900386	0.1656669196
1.3399917707	0.1446711685
1.3499935028	0.1263369055
1.3600017295	0.1106680274
1.3700034616	0.0970020847
1.379998699	0.0853351807
1.3900004311	0.0753360906
1.4000021631	0.066669693
1.4100038952	0.059332091
1.4200056273	0.0530037503
1.4300008647	0.0473339623
1.4399961022	0.0423344172
1.4499978343	0.0380051152
1.4599930717	0.0336641228
1.4699948038	0.030001167
1.4799965359	0.0266655391
