0.205 2.494 9.2300e-06 3.3515e-06
0.245 2.937 1.2798e-05 5.2558e-06
0.286 3.456 1.1861e-05 3.8075e-06
0.326 4.049 1.1462e-05 4.0038e-06
0.000 2.282 0.0000e+00 0.0000e+00
0.041 2.324 2.3218e-07 1.0000e-06
0.082 2.447 3.1409e-06 1.8222e-06
0.123 2.652 5.2809e-06 2.9502e-06
0.164 2.937 5.0091e-06 4.2989e-06
0.205 3.302 3.7737e-06 2.8291e-06
0.245 3.745 3.8098e-06 3.3278e-06
0.286 4.264 5.3239e-06 3.7930e-06
0.000 3.090 0.0000e+00 0.0000e+00
0.041 3.132 -1.1181e-06 1.0926e-06
0.082 3.255 1.2661e-07 2.3189e-06
0.123 3.460 2.5892e-06 2.9746e-06
0.164 3.745 3.8792e-06 2.9550e-06
0.205 4.111 4.3673e-06 3.3233e-06
0.000 1.965 0.0000e+00 0.0000e+00
0.041 2.006 -4.9114e-07 2.5807e-06
0.082 2.129 9.8257e-07 6.2593e-06
0.123 2.334 2.1880e-06 4.4314e-06
0.164 2.620 9.6238e-06 4.2642e-06
0.205 2.985 1.1086e-05 4.6118e-06
0.245 3.428 9.7854e-06 4.4317e-06
0.286 3.947 8.1256e-06 4.6468e-06
0.000 2.773 0.0000e+00 0.0000e+00
0.041 2.814 2.2989e-06 1.7434e-06
0.082 2.937 4.2897e-06 5.1838e-06
0.123 3.142 4.8679e-06 3.0730e-06
0.164 3.428 6.0381e-06 2.6673e-06
0.205 3.793 5.8519e-06 3.2595e-06
0.245 4.236 5.6179e-06 3.7102e-06
0.000 3.581 0.0000e+00 0.0000e+00
0.041 3.622 1.0399e-06 1.0996e-06
0.082 3.745 8.6993e-07 2.0698e-06
0.123 3.950 2.3717e-07 2.7242e-06
0.164 4.236 3.4972e-07 3.3700e-06
0.000 4.389 0.0000e+00 0.0000e+00
