0.975 3.885 5.8193e-05 3.5041e-06
0.000 2.118 0.0000e+00 0.0000e+00
0.123 2.159 1.5116e-06 8.4768e-07
0.246 2.282 4.9015e-06 2.1496e-06
0.369 2.487 1.2760e-05 2.3250e-06
0.492 2.773 2.1795e-05 2.9424e-06
0.614 3.138 2.4343e-05 2.6293e-06
0.735 3.581 3.3850e-05 2.7485e-06
0.856 4.100 3.9126e-05 2.6454e-06
0.000 2.926 0.0000e+00 0.0000e+00
0.123 2.967 -1.8749e-07 8.6534e-07
0.246 3.090 1.6040e-07 1.9619e-06
0.369 3.295 6.6062e-06 2.0661e-06
0.492 3.581 1.3413e-05 2.8104e-06
0.614 3.946 1.8835e-05 2.6776e-06
0.735 4.389 2.4855e-05 2.9510e-06
0.000 0.493 0.0000e+00 0.0000e+00
0.123 0.534 1.0058e-05 3.8853e-06
0.246 0.658 3.1452e-05 1.1955e-05
0.369 0.863 4.5737e-05 8.3437e-06
0.492 1.148 6.2862e-05 8.2454e-06
0.614 1.513 7.8416e-05 6.2369e-06
0.735 1.956 8.2177e-05 7.8179e-06
0.856 2.475 8.2872e-05 4.9664e-06
0.975 3.068 7.7932e-05 4.2902e-06
1.094 3.732 7.9666e-05 3.9366e-06
0.000 0.984 0.0000e+00 0.0000e+00
0.123 1.025 3.9594e-06 1.7499e-06
0.246 1.148 1.2787e-05 3.9874e-06
0.369 1.353 2.7886e-05 5.3912e-06
0.492 1.639 5.0537e-05 4.6142e-06
0.614 2.004 5.4065e-05 5.6487e-06
0.735 2.447 6.1137e-05 3.9715e-06
0.856 2.966 6.3841e-05 3.9621e-06
0.975 3.559 6.6576e-05 3.4377e-06
1.094 4.223 6.6589e-05 3.2650e-06
0.000 1.792 0.0000e+00 0.0000e+00
0.123 1.833 4.0087e-08 1.8171e-06
0.246 1.956 3.0098e-06 6.0673e-06
0.369 2.161 1.1072e-05 3.0328e-06
0.492 2.447 2.4286e-05 2.6828e-06
0.614 2.812 3.6828e-05 2.8729e-06
0.735 3.255 4.0545e-05 2.7431e-06
0.856 3.774 4.5668e-05 2.8691e-06
0.975 4.367 4.8270e-05 2.9837e-06
0.000 1.474 0.0000e+00 0.0000e+00
0.123 1.515 5.9143e-06 1.9078e-06
0.246 1.639 1.9178e-05 5.6493e-06
0.369 1.844 2.4703e-05 3.8660e-06
0.492 2.129 2.7423e-05 3.4068e-06
0.614 2.494 3.9674e-05 2.8468e-06
0.735 2.937 4.7493e-05 3.9328e-06
0.856 3.456 5.2088e-05 3.1865e-06
0.975 4.049 5.4985e-05 3.1030e-06
0.000 2.282 0.0000e+00 0.0000e+00
0.123 2.324 1.3005e-06 7.0179e-07
0.246 2.447 6.4909e-06 1.4583e-06
0.369 2.652 1.3385e-05 2.0804e-06
0.492 2.937 1.8937e-05 2.8320e-06
0.614 3.302 2.5345e-05 2.0541e-06
0.735 3.745 3.1630e-05 2.5578e-06
0.856 4.264 3.6512e-05 2.7041e-06
0.000 3.090 0.0000e+00 0.0000e+00
0.123 3.132 -5.6563e-07 6.1128e-07
0.246 3.255 1.6413e-06 1.2578e-06
0.369 3.460 7.4836e-06 1.8873e-06
0.492 3.745 1.3837e-05 2.3200e-06
0.614 4.111 2.0292e-05 2.4020e-06
0.000 1.965 0.0000e+00 0.0000e+00
0.123 2.006 6.6942e-07 1.7036e-06
0.246 2.129 5.0213e-06 4.5059e-06
0.369 2.334 1.4402e-05 3.5453e-06
0.492 2.620 2.6703e-05 3.3660e-06
0.614 2.985 3.2439e-05 3.4859e-06
0.735 3.428 3.8209e-05 3.2493e-06
0.856 3.947 4.2554e-05 3.3482e-06
0.000 2.773 0.0000e+00 0.0000e+00
0.123 2.814 1.3754e-06 1.1790e-06
0.246 2.937 4.3574e-06 3.3391e-06
0.369 3.142 8.1518e-06 2.0807e-06
0.492 3.428 1.6153e-05 2.0943e-06
0.614 3.793 2.2776e-05 2.5442e-06
0.735 4.236 2.7309e-05 2.6161e-06
0.000 3.581 0.0000e+00 0.0000e+00
0.123 3.622 9.9293e-07 6.4637e-07
0.246 3.745 2.0411e-06 1.3193e-06
0.369 3.950 5.5522e-06 1.7983e-06
0.492 4.236 1.1237e-05 2.2577e-06
0.000 4.389 0.0000e+00 0.0000e+00
