0.000 0.000 0.0000e+00 0.0000e+00
0.123 0.041 5.6481e-05 1.0382e-05
0.246 0.164 1.3568e-04 2.0894e-05
0.369 0.369 1.3182e-04 2.0698e-05
0.492 0.655 1.5182e-04 2.0151e-05
0.614 1.020 1.3342e-04 1.5697e-05
0.735 1.463 1.2547e-04 1.3778e-05
0.856 1.982 9.7094e-05 1.0901e-05
0.975 2.575 8.5410e-05 7.8352e-06
1.094 3.239 7.4153e-05 6.5428e-06
1.211 3.972 6.3722e-05 6.0629e-06
0.000 0.164 0.0000e+00 0.0000e+00
0.123 0.206 2.3723e-05 6.5473e-06
0.246 0.329 5.6010e-05 1.3959e-05
0.369 0.534 9.0080e-05 1.4044e-05
0.492 0.819 1.1069e-04 1.2009e-05
0.614 1.184 1.2290e-04 1.0345e-05
0.735 1.627 1.2977e-04 8.2259e-06
0.856 2.147 1.0854e-04 7.1345e-06
0.975 2.739 1.0109e-04 6.2499e-06
1.094 3.404 9.2403e-05 5.0079e-06
1.211 4.136 8.5635e-05 4.4096e-06
0.000 0.655 0.0000e+00 0.0000e+00
0.123 0.696 1.8426e-06 3.4443e-06
0.246 0.819 8.9481e-06 8.2058e-06
0.369 1.024 3.7718e-05 7.6277e-06
0.492 1.310 5.1671e-05 7.8962e-06
0.614 1.675 7.3171e-05 6.5467e-06
0.735 2.118 6.8841e-05 6.0169e-06
0.856 2.637 7.5693e-05 5.0234e-06
0.975 3.230 7.3100e-05 4.1566e-06
1.094 3.894 7.5037e-05 3.8361e-06
0.000 1.463 0.0000e+00 0.0000e+00
0.123 1.504 -6.7675e-06 6.9232e-06
0.246 1.627 8.3005e-06 4.7183e-06
0.369 1.832 1.5471e-05 4.8997e-06
0.492 2.118 2.0390e-05 5.4357e-06
0.614 2.483 3.4573e-05 4.6684e-06
0.735 2.926 4.3235e-05 5.1123e-06
0.856 3.445 4.9486e-05 4.0123e-06
0.975 4.038 5.4264e-05 3.5733e-06
0.000 0.329 0.0000e+00 0.0000e+00
0.123 0.370 1.4519e-05 3.5620e-06
0.246 0.493 4.2107e-05 1.0548e-05
0.369 0.698 6.2191e-05 1.1156e-05
0.492 0.984 8.0280e-05 8.7432e-06
0.614 1.349 9.3235e-05 8.0029e-06
0.735 1.792 1.0473e-04 6.2791e-06
0.856 2.311 9.3531e-05 5.2853e-06
0.975 2.904 9.0357e-05 4.9144e-06
1.094 3.568 8.6131e-05 3.9862e-06
1.211 4.301 8.0878e-05 3.7182e-06
0.000 0.819 0.0000e+00 0.0000e+00
0.123 0.860 7.4550e-06 2.2514e-06
0.246 0.984 2.2040e-05 5.1945e-06
0.369 1.189 3.3525e-05 5.4276e-06
0.492 1.474 4.9966e-05 5.0402e-06
0.614 1.839 6.4047e-05 4.6576e-06
0.735 2.282 6.5254e-05 4.5111e-06
0.856 2.801 7.1314e-05 4.2876e-06
0.975 3.394 7.0543e-05 3.3455e-06
1.094 4.058 7.1201e-05 3.2792e-06
0.000 1.627 0.0000e+00 0.0000e+00
0.123 1.669 2.0450e-06 1.3066e-06
0.246 1.792 7.9143e-06 3.3322e-06
0.369 1.997 1.1352e-05 5.8852e-06
0.492 2.282 2.1071e-05 3.1530e-06
0.614 2.647 3.5519e-05 3.1923e-06
0.735 3.090 4.1820e-05 3.1031e-06
0.856 3.610 5.0679e-05 3.1028e-06
0.975 4.202 5.3600e-05 2.9381e-06
0.000 1.310 0.0000e+00 0.0000e+00
0.123 1.351 1.0662e-05 2.4917e-06
0.246 1.474 1.9897e-05 4.5915e-06
0.369 1.679 3.1981e-05 5.0033e-06
0.492 1.965 3.2758e-05 6.3355e-06
0.614 2.330 4.1916e-05 3.8438e-06
0.735 2.773 5.2063e-05 4.2425e-06
0.856 3.292 5.3274e-05 3.5952e-06
