0.000 0.000 0.0000e+00 0.0000e+00
0.185 0.093 3.7033e-05 1.0915e-05
0.369 0.369 1.3076e-04 2.1119e-05
0.553 0.828 1.3992e-04 1.5864e-05
0.735 1.463 1.0028e-04 1.1649e-05
0.915 2.269 7.8862e-05 6.8340e-06
1.094 3.239 7.1509e-05 5.5403e-06
1.269 4.363 6.5213e-05 5.0598e-06
0.000 0.369 0.0000e+00 0.0000e+00
0.185 0.462 2.3405e-05 4.0064e-06
0.369 0.739 7.4634e-05 9.4607e-06
0.553 1.197 8.7605e-05 7.6919e-06
0.735 1.832 9.4049e-05 5.4491e-06
0.915 2.639 8.4319e-05 4.6952e-06
1.094 3.608 8.0028e-05 4.1395e-06
0.000 1.463 0.0000e+00 0.0000e+00
0.185 1.556 8.0526e-06 2.1238e-06
0.369 1.832 2.5192e-05 3.6774e-06
0.553 2.291 3.3634e-05 3.8872e-06
0.735 2.926 4.5037e-05 4.2720e-06
0.915 3.733 5.1399e-05 3.2294e-06
0.000 0.739 0.0000e+00 0.0000e+00
0.185 0.831 1.8089e-05 2.8667e-06
0.369 1.108 4.1885e-05 6.6932e-06
0.553 1.566 5.9876e-05 5.6580e-06
0.735 2.202 6.6789e-05 3.6916e-06
0.915 3.008 6.9055e-05 4.1889e-06
1.094 3.978 6.9123e-05 3.6019e-06
0.000 1.832 0.0000e+00 0.0000e+00
0.185 1.925 4.8827e-06 1.0333e-06
0.369 2.202 1.4731e-05 2.5825e-06
0.553 2.660 3.0043e-05 2.7539e-06
0.735 3.295 3.9309e-05 2.8413e-06
0.915 4.102 4.7491e-05 2.9536e-06
0.000 2.926 0.0000e+00 0.0000e+00
0.185 3.019 3.6919e-06 9.9965e-07
0.369 3.295 1.0192e-05 2.1733e-06
0.553 3.754 1.9809e-05 2.2074e-06
0.735 4.389 2.9471e-05 2.7309e-06
0.000 1.108 0.0000e+00 0.0000e+00
0.185 1.200 1.1021e-05 2.6651e-06
0.369 1.477 3.2167e-05 6.8332e-06
0.553 1.936 5.2195e-05 4.3324e-06
0.735 2.571 5.8862e-05 3.7740e-06
0.915 3.377 5.9506e-05 3.3920e-06
1.094 4.347 6.2423e-05 3.8102e-06
0.000 2.202 0.0000e+00 0.0000e+00
0.185 2.294 3.9947e-06 8.2433e-07
0.369 2.571 1.4178e-05 1.7600e-06
0.553 3.029 2.3851e-05 2.7668e-06
0.735 3.665 3.4682e-05 2.1553e-06
0.000 3.295 0.0000e+00 0.0000e+00
0.185 3.388 2.5117e-06 7.0465e-07
0.369 3.665 9.5504e-06 1.5333e-06
0.553 4.123 1.7518e-05 1.9947e-06
0.000 4.389 0.0000e+00 0.0000e+00
