0.000 0.000 0.0000e+00 0.0000e+00
0.093 0.093 1.9797e-05 7.2785e-06
0.185 0.369 5.9471e-05 1.2773e-05
0.277 0.828 5.9698e-05 8.0964e-06
0.368 1.463 3.7667e-05 7.1221e-06
0.458 2.269 3.1583e-05 4.7033e-06
0.548 3.239 2.8441e-05 3.6267e-06
0.635 4.363 2.1658e-05 3.0635e-06
0.000 0.369 0.0000e+00 0.0000e+00
0.093 0.462 1.2471e-05 2.8540e-06
0.185 0.739 3.7748e-05 6.2516e-06
0.277 1.197 4.3042e-05 5.2989e-06
0.368 1.832 4.1158e-05 3.6769e-06
0.458 2.639 3.3040e-05 3.1652e-06
0.548 3.608 3.0745e-05 2.6598e-06
0.000 1.463 0.0000e+00 0.0000e+00
0.093 1.556 3.3214e-06 1.4160e-06
0.185 1.832 1.4293e-05 2.8235e-06
0.277 2.291 1.8382e-05 3.1643e-06
0.368 2.926 2.0059e-05 2.8437e-06
0.458 3.733 1.9461e-05 2.1357e-06
0.000 0.739 0.0000e+00 0.0000e+00
0.093 0.831 1.0854e-05 1.8218e-06
0.185 1.108 2.4598e-05 4.8128e-06
0.277 1.566 2.6042e-05 4.0536e-06
0.368 2.202 2.7189e-05 2.7621e-06
0.458 3.008 2.5334e-05 2.7461e-06
0.548 3.978 2.3567e-05 2.2045e-06
0.000 1.832 0.0000e+00 0.0000e+00
0.093 1.925 2.9370e-06 6.6108e-07
0.185 2.202 7.0388e-06 1.7834e-06
0.277 2.660 1.3719e-05 1.6455e-06
0.368 3.295 1.7566e-05 1.7469e-06
0.458 4.102 1.7476e-05 1.7233e-06
0.000 2.926 0.0000e+00 0.0000e+00
0.093 3.019 1.2314e-06 5.6359e-07
0.185 3.295 3.8241e-06 1.4073e-06
0.277 3.754 6.2045e-06 1.3875e-06
0.368 4.389 8.0834e-06 1.6954e-06
0.000 1.108 0.0000e+00 0.0000e+00
0.093 1.200 4.5862e-06 1.7485e-06
0.185 1.477 8.8036e-06 5.0148e-06
0.277 1.936 1.9401e-05 2.3854e-06
0.368 2.571 2.1033e-05 2.2639e-06
0.458 3.377 2.0752e-05 2.1957e-06
0.548 4.347 1.9674e-05 2.2115e-06
0.000 2.202 0.0000e+00 0.0000e+00
0.093 2.294 1.6166e-06 5.7353e-07
0.185 2.571 5.2287e-06 1.1279e-06
0.277 3.029 8.6960e-06 1.5828e-06
0.368 3.665 1.2564e-05 1.3977e-06
0.000 3.295 0.0000e+00 0.0000e+00
0.093 3.388 8.1395e-07 4.2297e-07
0.185 3.665 2.7744e-06 8.5341e-07
0.277 4.123 4.8081e-06 1.2107e-06
0.000 4.389 0.0000e+00 0.0000e+00
